,from_cluster,to_cluster,tokens_n,chars_n,from_cluster_chars_n,to_cluster_chars_n,from_cluster_tokens_n,to_cluster_tokens_n,from_cluster_in_degree,to_cluster_in_degree,from_cluster_out_degree,to_cluster_out_degree,from_cluster_law_names,to_cluster_law_names,from_cluster_bipartite,to_cluster_bipartite,chars_n_fraction_of_from_cluster,chars_n_fraction_of_to_cluster,tokens_n_fraction_of_from_cluster,tokens_n_fraction_of_to_cluster,event_category
20040,2013_359,2014_667,12663,77450,92098,92098,14971,14971,1,1,1,1,"260_2013,17","260_2014,17",2013,2014,0.8409520293600296,0.8409520293600296,0.845835281544319,0.845835281544319,stasis
20048,2013_367,2014_933,6575,40396,44862,44862,7290,7290,1,1,1,1,"180_2013,8","180_2014,8",2013,2014,0.900450269716018,0.900450269716018,0.901920438957476,0.901920438957476,stasis
20057,2013_376,2014_942,5994,35980,41862,41862,6933,6933,1,1,1,1,"180_2013,22","180_2014,22",2013,2014,0.8594907075629449,0.8594907075629449,0.8645607961921247,0.8645607961921247,stasis
20061,2013_380,2014_946,5616,34746,38873,38873,6273,6273,1,1,1,1,"180_2013,8","180_2014,8",2013,2014,0.8938337663674015,0.8938337663674015,0.8952654232424677,0.8952654232424677,stasis
20065,2013_384,2014_950,6254,38093,41105,41105,6729,6729,1,1,1,1,"180_2013,14","180_2014,14",2013,2014,0.9267242427928476,0.9267242427928476,0.9294100163471541,0.9294100163471541,stasis
20072,2013_391,2014_957,7508,45865,54712,54712,8880,8880,1,1,1,1,"180_2013,20","180_2014,20",2013,2014,0.8382987278841936,0.8382987278841936,0.8454954954954955,0.8454954954954955,stasis
20198,2013_523,2014_776,8235,53115,61588,61588,9521,9521,1,1,1,1,"420_2013,54","420_2014,54",2013,2014,0.8624244982788855,0.8624244982788855,0.8649301543955467,0.8649301543955467,stasis
20207,2013_532,2014_787,5534,35693,43669,43669,6809,6809,1,1,1,1,"420_2013,29","420_2014,29",2013,2014,0.8173532711992489,0.8173532711992489,0.8127478337494493,0.8127478337494493,stasis
20209,2013_534,2014_789,18952,124711,146753,146753,22212,22212,1,1,1,1,"420_2013,45","420_2014,45",2013,2014,0.8498020483397273,0.8498020483397273,0.8532324869439942,0.8532324869439942,stasis
20210,2013_535,2014_790,11762,78436,86939,86939,12995,12995,1,1,1,1,"420_2013,50","420_2014,50",2013,2014,0.9021957924521791,0.9021957924521791,0.9051173528280108,0.9051173528280108,stasis
20211,2013_536,2014_791,7662,52331,60623,62397,8874,9128,1,1,1,1,"420_2013,27","420_2014,27",2013,2014,0.8632202299457302,0.8386781415773195,0.86342123056119,0.8393952673093777,stasis
20214,2013_539,2014_795,16153,104583,124711,124717,19221,19224,1,1,1,1,"420_2013,73","420_2014,73",2013,2014,0.8386028497887115,0.8385625055124802,0.8403829145205765,0.8402517686225551,stasis
20216,2013_541,2014_797,9968,62048,70534,70534,11265,11265,1,1,1,1,"420_2013,31","420_2014,31",2013,2014,0.8796892278900955,0.8796892278900955,0.8848646249445185,0.8848646249445185,stasis
20217,2013_542,2014_798,11627,73153,79301,79301,12587,12587,1,1,1,1,"420_2013,31","420_2014,31",2013,2014,0.922472604380777,0.922472604380777,0.9237308333995392,0.9237308333995392,stasis
20221,2013_546,2014_803,5625,34750,40028,40439,6453,6517,1,1,1,1,"420_2013,13","420_2014,13",2013,2014,0.8681423003897272,0.8593189742575237,0.8716875871687587,0.8631272057695258,stasis
20231,2013_556,2014_1034,5146,32526,35689,38135,5628,6004,1,1,1,1,"480_2013,27","480_2014,28",2013,2014,0.9113732522626019,0.8529172676019404,0.9143567874911158,0.85709526982012,stasis
20237,2013_562,2014_993,6997,42682,49099,57641,8028,9440,1,1,1,1,"160_2013,58","160_2014,64",2013,2014,0.8693048738263508,0.7404798667615066,0.8715744892874938,0.7412076271186441,growth
20249,2013_574,2014_13,5276,34007,37844,1882326,5850,302901,1,3,1,1,"160_2013,16","070_2014,573,160_2014,142,150_2014,42,050_2014,8",2013,2014,0.898610083500687,0.018066477326456734,0.9018803418803418,0.017418232359747904,merge
20256,2013_581,2014_1011,5213,32002,33741,33741,5472,5472,1,1,1,1,"160_2013,26","160_2014,26",2013,2014,0.9484603301621173,0.9484603301621173,0.9526681286549707,0.9526681286549707,stasis
20261,2013_587,2014_1019,5468,33464,36465,36465,5935,5935,1,1,1,1,"160_2013,14","160_2014,14",2013,2014,0.9177019059372,0.9177019059372,0.9213142375737152,0.9213142375737152,stasis
20266,2013_592,2014_1024,8498,55189,63240,63240,9708,9708,1,1,1,1,"160_2013,16","160_2014,16",2013,2014,0.8726913345983555,0.8726913345983555,0.8753605274000824,0.8753605274000824,stasis
20271,2013_597,2014_247,6554,42623,56560,80677,8578,12361,1,2,1,1,"160_2013,28","160_2014,35",2013,2014,0.753589108910891,0.5283166205981878,0.7640475635346234,0.5302160019415905,growth
20273,2013_599,2014_988,10154,61792,72379,72379,11861,11861,1,1,1,1,"380_2013,25","380_2014,25",2013,2014,0.8537282913552273,0.8537282913552273,0.8560829609645055,0.8560829609645055,stasis
20284,2013_610,2014_971,7857,48878,57578,57578,9217,9217,1,1,1,1,"120_2013,22","120_2014,22",2013,2014,0.8489006217652576,0.8489006217652576,0.8524465661278073,0.8524465661278073,stasis
20298,2013_624,2014_985,8448,50892,63443,63443,10489,10489,1,1,1,1,"050_2013,20","050_2014,20",2013,2014,0.8021688759989282,0.8021688759989282,0.8054151968729145,0.8054151968729145,stasis
20299,2013_625,2014_986,5706,35789,41556,41556,6573,6573,1,1,1,1,"050_2013,15","050_2014,15",2013,2014,0.8612234093753008,0.8612234093753008,0.8680967594705614,0.8680967594705614,stasis
20304,2013_630,2014_1056,13045,87074,98517,120713,14738,17895,1,1,1,1,"150_2013,48","150_2014,49",2013,2014,0.8838474577991615,0.7213307597359025,0.8851268828877731,0.728974573903325,growth
20321,2013_647,2014_1073,6452,39534,44610,44610,7204,7204,1,1,1,1,"150_2013,14","150_2014,14",2013,2014,0.8862138533960995,0.8862138533960995,0.8956135480288728,0.8956135480288728,stasis
20332,2013_658,2014_1086,5313,34381,38141,38143,5877,5877,1,1,1,1,"150_2013,14","150_2014,14",2013,2014,0.9014184211216276,0.9013711559132738,0.9040326697294538,0.9040326697294538,stasis
20334,2013_660,2014_1088,6153,41367,47946,47946,7123,7123,1,1,1,1,"150_2013,15","150_2014,15",2013,2014,0.8627831310224002,0.8627831310224002,0.8638214235574898,0.8638214235574898,stasis
20340,2013_666,2014_1094,6553,40498,48456,48456,7804,7804,1,1,1,1,"150_2013,17","150_2014,17",2013,2014,0.8357685322767047,0.8357685322767047,0.8396975909789851,0.8396975909789851,stasis
20357,2013_683,2014_1111,6153,38739,42260,42664,6687,6748,1,1,1,1,"020_2013,44","020_2014,44",2013,2014,0.916682442025556,0.9080020626289143,0.9201435621354868,0.9118257261410788,stasis
20361,2013_687,2014_1038,8177,51622,62067,62069,9756,9756,1,1,1,1,"280_2013,38","280_2014,38",2013,2014,0.8317141153914318,0.831687315729269,0.8381508815088151,0.8381508815088151,stasis
20392,2013_718,2014_265,5188,31200,40225,40760,6617,6706,1,1,1,1,"100_2013,16","100_2014,16",2013,2014,0.7756370416407706,0.7654563297350343,0.7840411062414991,0.7736355502535043,stasis
20395,2013_721,2014_268,34655,217368,253784,258443,40285,40927,1,1,1,1,"100_2013,81","100_2014,84",2013,2014,0.8565078964788955,0.841067469422658,0.8602457490381035,0.8467515332176803,stasis
20396,2013_722,2014_269,9289,59000,65405,65405,10245,10246,1,1,1,1,"100_2013,15","100_2014,15",2013,2014,0.9020717070560355,0.9020717070560355,0.9066861883845778,0.9065976966621121,stasis
20399,2013_725,2014_272,6716,41086,51354,53401,8325,8593,1,1,1,1,"100_2013,13","100_2014,14",2013,2014,0.8000545235035246,0.769386341079755,0.8067267267267267,0.7815663912486908,stasis
20401,2013_727,2014_273,7577,47815,56875,57013,8941,8960,1,1,1,1,"100_2013,29","100_2014,29",2013,2014,0.8407032967032967,0.8386683738796414,0.8474443574544235,0.8456473214285715,stasis
20403,2013_729,2014_275,5652,36349,39910,39910,6153,6153,1,1,1,1,"100_2013,24","100_2014,24",2013,2014,0.9107742420446003,0.9107742420446003,0.9185763042418332,0.9185763042418332,stasis
20409,2013_735,2014_282,6129,39356,44034,43850,6827,6792,1,1,1,1,"100_2013,19","100_2014,19",2013,2014,0.8937639097061362,0.8975142531356899,0.8977588984912847,0.9023851590106007,stasis
20439,2013_765,2014_314,8599,52523,57847,57848,9396,9396,1,1,1,1,"100_2013,35","100_2014,35",2013,2014,0.9079641122270817,0.9079484165398977,0.9151766709237974,0.9151766709237974,stasis
20482,2013_811,2014_362,14381,91004,96877,96701,15268,15235,1,1,1,1,"070_2013,33","070_2014,33",2013,2014,0.9393767354480423,0.9410864417120816,0.9419046371495939,0.9439448638004595,stasis
20501,2013_830,2014_381,8365,50535,54383,54303,8989,8974,1,1,1,1,"070_2013,35","070_2014,35",2013,2014,0.9292425941930382,0.9306115684216342,0.9305818222271666,0.9321372854914196,stasis
20502,2013_831,2014_39,14797,92755,113913,945160,18079,150043,1,3,1,1,"070_2013,45","070_2014,490,130_2014,13,100_2014,7,120_2014,7",2013,2014,0.8142617611686112,0.09813682339498074,0.8184634105868688,0.09861839605979619,merge
20509,2013_838,2014_190,8139,49263,52243,83728,8616,13625,1,2,1,2,"070_2013,66","070_2014,66,350_2014,13",2013,2014,0.9429588653025286,0.5883694821326199,0.9446378830083565,0.5973577981651376,growth
20517,2013_846,2014_394,5252,32718,34017,34017,5442,5442,1,1,1,1,"070_2013,19","070_2014,19",2013,2014,0.961813211041538,0.961813211041538,0.9650863653068724,0.9650863653068724,stasis
20521,2013_850,2014_398,6290,38336,42518,42246,6945,6894,1,1,1,1,"070_2013,13","070_2014,13",2013,2014,0.9016416576508772,0.907446858874213,0.9056875449964003,0.9123875834058601,stasis
20530,2013_859,2014_427,12784,83628,102329,103131,15507,15638,1,1,1,1,"490_2013,29","490_2014,29",2013,2014,0.8172463329066052,0.8108910027052971,0.8244018830205714,0.8174958434582428,stasis
20538,2013_867,2014_435,5339,34020,41828,41828,6500,6500,1,1,1,1,"490_2013,7","490_2014,7",2013,2014,0.8133307832074209,0.8133307832074209,0.8213846153846154,0.8213846153846154,stasis
20545,2013_874,2014_442,6751,43012,49803,49803,7806,7806,1,1,1,1,"490_2013,16","490_2014,16",2013,2014,0.8636427524446318,0.8636427524446318,0.8648475531642327,0.8648475531642327,stasis
20549,2013_878,2014_446,19047,124396,143413,144564,21707,21882,1,1,1,2,"490_2013,37","490_2014,37",2013,2014,0.8673969584347304,0.8604908552613375,0.8774588842308932,0.8704414587332053,stasis
20578,2013_907,2014_572,7423,48368,54647,54647,8321,8321,1,1,1,1,"330_2013,94","330_2014,94",2013,2014,0.8850989075338079,0.8850989075338079,0.8920802788126427,0.8920802788126427,stasis
20595,2013_924,2014_591,6421,39362,46149,45712,7468,7388,1,1,1,1,"240_2013,19","240_2014,19",2013,2014,0.8529328912869184,0.861086804340217,0.8598018211033744,0.8691120736329182,stasis
20683,2013_1012,2014_482,6190,40188,46761,46761,7187,7187,1,1,1,1,"500_2013,20","500_2014,20",2013,2014,0.8594341438378136,0.8594341438378136,0.8612773062473911,0.8612773062473911,stasis
20694,2013_1023,2014_623,5266,33287,41874,41821,6497,6486,1,1,1,1,"400_2013,14","400_2014,14",2013,2014,0.7949324162965086,0.795939838836948,0.8105279359704479,0.8119025593586185,stasis
20721,2013_1050,2014_611,6703,43386,47667,47380,7326,7272,1,1,1,1,"300_2013,19","300_2014,19",2013,2014,0.9101894392346906,0.9157028281975517,0.9149604149604149,0.9217546754675467,stasis
20723,2014_0,2015_0,808963,5001080,5394489,5414087,869159,872180,4,2,1,3,"160_2014,3045,430_2014,282,300_2014,253,400_2014,46,540_2014,45,420_2014,37,070_2014,30,310_2014,7,500_2014,4,330_2014,3,180_2014,2","160_2015,3045,430_2015,282,300_2015,253,540_2015,69,400_2015,46,420_2015,37,070_2015,30,180_2015,18,310_2015,7,500_2015,4,330_2015,3",2014,2015,0.9270720544615069,0.9237162239912288,0.9307422462403312,0.9275184021646907,stasis
20724,2014_1,2015_1,751505,4657891,5401444,5406552,866907,867190,1,1,3,1,"120_2014,1210,150_2014,298,180_2014,71,310_2014,45,260_2014,39,420_2014,11,200_2014,9,280_2014,5","120_2015,1209,150_2015,296,180_2015,71,310_2015,42,260_2015,40,420_2015,11,200_2015,9,280_2015,5",2014,2015,0.8623418108194771,0.8615270878741201,0.8668807611427755,0.8665978620602175,stasis
20727,2014_2,2015_2,430479,2640095,2934794,2951701,475935,478135,1,3,2,18,"250_2014,1984,480_2014,88,420_2014,45,180_2014,29,070_2014,21,150_2014,21,280_2014,14,310_2014,12,100_2014,10,400_2014,1","250_2015,2001,480_2015,88,420_2015,45,180_2015,28,070_2015,21,150_2015,21,310_2015,19,280_2015,14,100_2015,10,400_2015,1",2014,2015,0.8995844342056035,0.894431719201911,0.9044911595070756,0.9003294048751922,stasis
20729,2014_3,2015_3,2133744,13436330,15833520,16040174,2507843,2539877,3,1,2,6,"420_2014,2269,210_2014,412,070_2014,90,240_2014,57,200_2014,44,450_2014,32,400_2014,24,150_2014,23,260_2014,20,050_2014,14,220_2014,11,350_2014,10,310_2014,8,500_2014,4,280_2014,2,490_2014,1","420_2015,2274,210_2015,412,070_2015,90,240_2015,57,200_2015,44,450_2015,32,400_2015,24,150_2015,23,260_2015,20,050_2015,14,220_2015,11,350_2015,10,310_2015,8,280_2015,2,490_2015,1",2014,2015,0.8486003112384359,0.8376673470001011,0.8508283812024915,0.8400973747941337,stasis
20731,2014_4,2015_5,27392,171135,180854,180854,28702,28702,2,1,1,1,"360_2014,452,160_2014,9","360_2015,452,160_2015,9",2014,2015,0.9462605195350946,0.9462605195350946,0.9543585812835342,0.9543585812835342,stasis
20732,2014_5,2015_4,297586,1931902,2466669,3413092,381312,528714,2,8,3,6,"220_2014,851,070_2014,110,500_2014,61,100_2014,60,120_2014,35,010_2014,18,360_2014,11,200_2014,5","220_2015,1348,070_2015,110,500_2015,78,100_2015,60,120_2015,36,160_2015,25,150_2015,19,010_2015,18,440_2015,17,360_2015,11,260_2015,7,200_2015,5",2014,2015,0.7832027726460259,0.5660269339355634,0.7804265273581739,0.5628487235064704,merge
20733,2014_5,2015_64,36875,223716,2466669,547354,381312,91674,2,4,3,1,"220_2014,851,070_2014,110,500_2014,61,100_2014,60,120_2014,35,010_2014,18,360_2014,11,200_2014,5","220_2015,185,500_2015,72,420_2015,13,070_2015,8",2014,2015,0.09069558988255011,0.40872269134782974,0.09670558492782813,0.402240548028885,splinter_out
20735,2014_6,2015_6,240330,1535112,1867459,2156165,290808,334333,1,6,2,4,"150_2014,219,410_2014,171,100_2014,119,310_2014,12,420_2014,10,180_2014,9,350_2014,6,500_2014,6","100_2015,222,150_2015,219,410_2015,182,420_2015,10,180_2015,9,310_2015,7,350_2015,6,500_2015,6",2014,2015,0.8220325051313041,0.7119640658298414,0.8264215564908806,0.7188342161856592,merge
20736,2014_6,2015_878,5410,32611,1867459,39810,290808,6583,1,1,2,1,"150_2014,219,410_2014,171,100_2014,119,310_2014,12,420_2014,10,180_2014,9,350_2014,6,500_2014,6","310_2015,12",2014,2015,0.01746276625082532,0.8191660386837478,0.018603339660532035,0.8218137627221631,splinter_out
20737,2014_7,2015_7,384278,2390013,2894811,2998138,463586,478829,2,1,1,3,"190_2014,958,260_2014,194,220_2014,42,270_2014,21,310_2014,9,420_2014,8,150_2014,8,460_2014,7,180_2014,6,490_2014,4","190_2015,968,260_2015,194,220_2015,42,270_2015,21,310_2015,10,150_2015,8,420_2015,8,460_2015,7,180_2015,6,490_2015,4",2014,2015,0.8256197036697732,0.7971657742238683,0.8289249459647186,0.8025370226114125,stasis
20738,2014_8,2015_8,54982,326602,380961,395796,63631,65988,1,1,1,2,"460_2014,296,180_2014,9,330_2014,8","460_2015,296,180_2015,9,330_2015,8,500_2015,6",2014,2015,0.8573108533419431,0.8251776167520642,0.8640756863792806,0.833212099169546,stasis
20739,2014_9,2015_9,123847,772619,896879,942997,143140,150339,1,3,2,2,"050_2014,115,160_2014,45,180_2014,25,100_2014,24,260_2014,21,420_2014,21,150_2014,20,020_2014,19,400_2014,15,030_2014,15,350_2014,14,220_2014,13,200_2014,11,360_2014,10,280_2014,9,410_2014,9,310_2014,7,510_2014,3","050_2015,112,160_2015,45,020_2015,30,180_2015,25,100_2015,24,260_2015,21,420_2015,21,150_2015,20,400_2015,15,030_2015,15,350_2015,14,220_2015,13,200_2015,11,360_2015,10,280_2015,9,410_2015,9,310_2015,7,510_2015,3",2014,2015,0.8614528827188506,0.8193228610483384,0.8652158725723068,0.8237849127638205,stasis
20741,2014_10,2015_11,987404,5980556,7527118,7565985,1235973,1242238,1,1,1,2,"260_2014,1023,290_2014,201,460_2014,37,120_2014,36,360_2014,30,310_2014,24,210_2014,23,420_2014,13,150_2014,11,200_2014,10,400_2014,9,020_2014,9,540_2014,4","260_2015,1025,290_2015,201,460_2015,37,120_2015,36,360_2015,30,310_2015,24,210_2015,23,420_2015,13,150_2015,11,200_2015,10,400_2015,9,020_2015,9,540_2015,4",2014,2015,0.7945346412797036,0.7904530606391633,0.7988880015987404,0.7948589561742597,stasis
20742,2014_11,2015_12,280969,1724923,1972305,1977225,320062,320573,1,1,2,3,"080_2014,290,280_2014,69,220_2014,51,180_2014,48,480_2014,37,420_2014,21,150_2014,11,410_2014,9,500_2014,6","080_2015,291,280_2015,69,220_2015,51,180_2015,48,480_2015,37,420_2015,21,150_2015,11,410_2015,9,500_2015,6",2014,2015,0.874572137676475,0.8723959084069846,0.8778580400047491,0.8764587161114629,stasis
20744,2014_12,2015_10,479225,3001991,3363480,3739251,534567,594479,1,2,1,1,"420_2014,520,120_2014,341,250_2014,71,480_2014,49,200_2014,8","420_2015,521,120_2015,428,250_2015,71,480_2015,49,200_2015,8",2014,2015,0.8925253011761628,0.8028321714696339,0.8964732203821036,0.8061260364117151,stasis
20745,2014_13,2015_13,268404,1660622,1882326,1887557,302901,303734,3,1,1,1,"070_2014,573,160_2014,142,150_2014,42,050_2014,8","070_2015,573,160_2015,142,150_2015,46,050_2015,8",2014,2015,0.8822180642460445,0.8797731671149533,0.886111303693286,0.883681115713091,stasis
20746,2014_14,2015_15,196137,1217542,1374500,1384227,220433,221917,1,1,1,1,"380_2014,545,460_2014,12","380_2015,547,460_2015,12",2014,2015,0.8858072026191343,0.879582611811502,0.8897805682452264,0.8838304411108657,stasis
20747,2014_15,2015_16,320895,2038703,2353004,2354112,369158,369293,1,1,1,2,"330_2014,240,420_2014,212,160_2014,26,100_2014,12,260_2014,8,460_2014,7,430_2014,6,140_2014,4,400_2014,2","330_2015,240,420_2015,212,160_2015,26,100_2015,12,260_2015,8,460_2015,7,430_2015,6,140_2015,4,400_2015,2",2014,2015,0.8664256414353737,0.8660178445205665,0.8692619420410772,0.8689441717010612,stasis
20748,2014_16,2015_24,62769,407946,853172,763251,131128,117041,2,5,4,5,"100_2014,179,500_2014,147,310_2014,25,150_2014,21,400_2014,14,050_2014,10,440_2014,3","500_2015,183,100_2015,103,140_2015,52,310_2015,25,150_2015,21,400_2015,14,050_2015,6,510_2015,6,440_2015,3",2014,2015,0.47815211938507124,0.5344847238981671,0.47868494905740955,0.5362992455635205,majority_in
20749,2014_16,2015_54,37099,236858,853172,291179,131128,45215,2,1,4,6,"100_2014,179,500_2014,147,310_2014,25,150_2014,21,400_2014,14,050_2014,10,440_2014,3","100_2015,104,500_2015,9,050_2015,4",2014,2015,0.27762045636753196,0.8134446508848509,0.282922030382527,0.8205020457812673,split
20750,2014_16,2015_355,6145,39929,853172,47880,131128,7337,2,1,4,1,"100_2014,179,500_2014,147,310_2014,25,150_2014,21,400_2014,14,050_2014,10,440_2014,3","100_2015,19",2014,2015,0.046800645121968375,0.8339390142021721,0.04686260752852175,0.8375357775657626,split
20752,2014_17,2015_72,11880,74236,485469,87611,77512,13935,2,1,2,1,"050_2014,76,200_2014,59,460_2014,17,220_2014,15,440_2014,13,540_2014,13,160_2014,13,070_2014,12,420_2014,11,150_2014,11,120_2014,8,180_2014,4","050_2015,24,420_2015,9,120_2015,8,540_2015,8,440_2015,6,220_2015,5,200_2015,3",2014,2015,0.1529160461327088,0.8473365216696533,0.15326659097946124,0.852529601722282,split
20753,2014_17,2015_29,54848,341615,485469,398618,77512,63684,2,1,2,1,"050_2014,76,200_2014,59,460_2014,17,220_2014,15,440_2014,13,540_2014,13,160_2014,13,070_2014,12,420_2014,11,150_2014,11,120_2014,8,180_2014,4","200_2015,56,050_2015,52,460_2015,17,160_2015,13,070_2015,12,150_2015,11,220_2015,10,440_2015,7,540_2015,5,180_2015,4,420_2015,2",2014,2015,0.7036803585810835,0.8569984295741788,0.7076065641449066,0.8612524338923434,split
20754,2014_18,2015_14,284655,1834559,3150779,2923868,484187,448837,1,3,4,1,"200_2014,1004,420_2014,168,500_2014,13,250_2014,6","200_2015,847,420_2015,168,250_2015,6",2014,2015,0.5822556897833837,0.6274424837236154,0.5879030209402566,0.6342057361581153,majority_io
20758,2014_19,2015_19,253845,1614463,1839036,1844321,287578,288402,1,1,1,1,"470_2014,330,170_2014,45,510_2014,23,020_2014,14,360_2014,12,150_2014,9,290_2014,8,180_2014,8,270_2014,6,280_2014,5","470_2015,330,170_2015,45,510_2015,24,020_2015,14,360_2015,12,150_2015,9,290_2015,8,180_2015,8,270_2015,6,280_2015,5",2014,2015,0.877885479131458,0.8753698515605473,0.8826996501818637,0.8801776686708137,stasis
